# node_id  community_id
0	0
1	1
2	2
3	2
4	0
5	3
6	2
7	2
8	0
9	0
10	2
11	0
12	5
13	5
14	5
15	2
16	0
17	6
18	5
19	5
20	6
21	2
22	0
23	0
24	4
25	1
26	5
27	6
28	0
29	5
30	5
31	5
32	2
33	1
34	5
35	5
36	5
37	1
38	5
39	5
40	3
41	0
42	5
43	5
44	7
45	1
46	4
47	2
48	7
49	4
50	0
51	0
52	3
53	4
54	5
55	5
56	6
57	7
58	6
59	6
60	2
61	5
62	1
63	6
64	2
65	6
66	7
67	4
68	0
69	4
70	6
71	5
72	2
73	4
74	2
75	7
76	6
77	0
78	0
79	5
80	5
81	3
82	2
83	4
84	3
85	5
86	7
87	6
88	4
89	5
90	0
91	7
92	7
93	0
94	5
95	6
96	6
97	3
98	3
99	5
100	2
101	5
102	2
103	1
104	0
105	1
106	5
107	3
108	0
109	1
110	4
111	0
112	7
113	6
114	4
