517	256553
1440	89910
1442	31470
1452	67024
1941	20503
1946	15046
1964	127236
2088	5209
2301	13076
2356	5209
2359	20503
2419	34496
2441	72369
2571	170588
2635	20503
2810	213076
2836	130766
3237	13076
3574	4496
3574	121117
3578	109215
3813	94226
3842	145686
3886	24204
3992	48525
3992	129801
3992	178293
4030	34226
4226	5998
4226	9215
4226	9594
4226	9621
4226	11289
4226	15158
4226	17855
4226	20503
4226	26509
4226	45686
4226	71213
4226	84954
4226	100636
4226	115582
4226	116555
4226	124395
4226	131891
4226	156039
4226	263873
4226	281460
4247	126509
4381	72362
4496	4744
4496	4745
4496	5715
4496	6986
4496	14221
4496	15958
4496	18465
4496	18776
4496	18886
4496	20503
4496	25074
4496	25101
4496	26854
4496	30815
4496	31470
4496	39311
4496	39312
4496	40108
4496	48525
4496	54905
4496	55885
4496	57138
4496	63227
4496	65957
4496	66095
4496	67024
4496	68242
4496	70089
4496	72210
4496	73191
4496	76323
4496	76378
4496	77046
4496	84391
4496	84783
4496	89910
4496	90619
4496	100153
4496	103771
4496	114253
4496	114576
4496	115457
4496	115586
4496	116246
4496	116429
4496	116555
4496	121117
4496	121742
4496	124395
4496	124535
4496	125140
4496	131740
4496	133694
4496	141059
4496	141421
4496	141841
4496	141950
4496	142873
4496	149143
4496	162943
4496	165355
4496	174700
4496	178333
4496	184017
4496	185173
4496	185919
4496	186402
4496	192103
4496	193651
4496	199059
4496	206108
4496	223457
4496	225902
4496	226267
4496	229756
4496	234780
4496	238302
4496	241458
4496	246166
4496	252697
4496	257012
4496	257018
4496	257020
4496	257021
4496	257023
4496	257533
4496	261762
4496	270050
4496	270519
4496	272552
4496	274213
4496	284923
4496	286303
4496	286304
4496	286305
4496	286306
4496	286307
4496	286308
4496	286309
4496	286310
4496	286311
4496	286312
4496	286313
4496	286314
4496	286315
4496	286316
4496	286317
4496	286318
4496	286319
4496	286320
4496	286321
4496	286322
4496	286323
4496	286324
4496	286325
4496	286326
4496	286327
4496	286328
4496	286339
4496	286340
4496	286341
4496	286342
4496	286343
4496	286344
4496	286345
4496	286346
4496	286347
4496	286348
4496	286349
4496	286350
4496	286351
4496	286352
4496	286353
4496	286354
4496	286355
4496	286356
4496	286357
4496	286358
4496	286359
4496	286360
4496	286397
4496	286509
4496	286510
4496	286511
4496	288825
4496	294935
4496	294936
4496	294937
4496	306215
4496	307088
4496	307089
4496	307090
4496	308943
4496	321181
4496	371620
4496	371621
4533	39420
4708	14463
4708	31962
4799	71536
5099	47236
5113	334081
5193	308150
5209	7236
5209	9684
5209	13076
5209	14046
5209	14837
5209	19815
5209	20175
5209	24677
5209	26497
5209	30815
5209	31470
5209	35376
5209	37777
5209	39420
5209	40108
5209	45686
5209	47880
5209	52645
5209	61506
5209	67024
5209	72210
5209	76323
5209	89460
5209	116246
5209	124411
5209	131740
5209	141841
5209	149143
5209	174700
5209	185173
5209	199059
5209	223457
5209	229989
5209	230620
5209	230621
5209	238302
5209	238793
5209	241405
5209	255210
5209	257012
5209	257013
5209	257014
5209	257015
5209	257016
5209	257017
5209	257018
5209	257019
5209	257020
5209	257021
5209	257022
5209	257023
5209	257024
5209	257025
5209	257533
5209	270049
5209	270050
5209	270051
5209	272551
5209	272552
5209	282970
5293	209785
5470	194496
5489	130572
5542	39420
5767	172366
5881	287062
5924	13076
5960	31962
5990	111160
6158	97236
6182	17855
6182	26555
6273	14226
6294	344968
6310	174700
6367	144962
6402	114496
6423	35250
6432	381837
6584	126496
6760	61506
6782	15046
6782	111160
6783	87065
6783	87066
7222	124395
7236	12609
7236	13076
7236	21008
7236	26497
7236	30815
7236	31470
7236	35376
7236	39420
7236	40108
7236	45686
7236	61506
7236	67024
7236	72210
7236	76323
7236	89460
7236	116246
7236	124411
7236	131740
7236	141841
7236	149143
7236	174700
7236	185173
7236	199059
7236	223457
7236	229989
7236	230620
7236	230621
7236	238302
7236	238793
7236	241405
7236	255210
7236	257012
7236	257013
7236	257014
7236	257015
7236	257016
7236	257017
7236	257018
7236	257019
7236	257020
7236	257021
7236	257022
7236	257023
7236	257024
7236	257025
7236	257533
7236	270049
7236	270050
7236	270051
7236	272551
7236	272552
7236	282970
7236	286315
7236	286351
7391	70588
7427	128706
7427	139420
7427	311927
7436	178552
7587	142260
7661	272360
7772	20503
7772	55900
7800	13076
7932	52091
7994	34924
8024	142267
8027	292152
8129	192154
8255	13076
8517	422681
8604	15046
8604	40108
8604	61506
8604	72210
8604	123895
8626	386934
8699	70588
8699	199059
8706	9051
8706	87064
8706	141109
8734	307236
8808	13076
9220	128706
9220	194318
9225	139796
9513	39420
9531	327236
9684	61506
9684	242265
9858	348706
9862	115457
10023	235250
10072	168706
10175	174226
10191	261232
10233	334083
10253	29215
10346	59601
10489	75209
10516	13076
10536	29215
10741	13076
10813	71536
10813	130684
10813	247080
10816	52099
11123	64226
11174	14226
11289	17855
11305	13076
11305	89910
11313	144637
11340	159964
11340	171689
11457	13076
11492	15046
11492	40108
11492	61506
11492	72210
11492	123895
11570	14463
11570	31962
11635	144633
11648	24204
11652	370419
11670	394203
11685	144636
11701	213076
11711	52095
11761	214496
11770	237236
11782	39420
11783	262982
11920	119273
11927	12436
11927	31470
11949	331962
11951	72366
12345	20503
12345	42265
12345	286309
12385	111927
12447	39420
12496	54226
12804	97236
12891	248303
12934	353765
13007	210611
13076	13884
13076	14703
13076	15046
13076	17364
13076	18917
13076	19285
13076	20168
13076	20459
13076	20503
13076	20793
13076	21078
13076	21563
13076	24032
13076	24435
13076	25549
13076	25832
13076	26497
13076	26559
13076	26854
13076	27084
13076	28373
13076	28596
13076	28657
13076	29966
13076	30023
13076	30815
13076	30832
13076	30877
13076	31470
13076	34303
13076	34924
13076	34975
13076	35376
13076	36458
13076	36459
13076	37862
13076	38183
13076	38868
13076	39090
13076	39420
13076	39966
13076	40108
13076	41959
13076	43891
13076	44503
13076	45479
13076	45563
13076	45686
13076	47899
13076	48099
13076	52833
13076	56521
13076	58177
13076	58912
13076	60257
13076	60682
13076	61506
13076	66328
13076	66900
13076	67024
13076	69320
13076	70588
13076	70614
13076	72210
13076	72291
13076	72728
13076	75800
13076	75999
13076	76323
13076	80254
13076	81268
13076	88741
13076	89460
13076	92133
13076	98219
13076	98329
13076	101609
13076	107673
13076	112531
13076	112532
13076	112533
13076	116246
13076	116526
13076	119134
13076	122481
13076	123895
13076	123896
13076	124411
13076	129906
13076	129907
13076	129908
13076	129909
13076	129910
13076	131740
13076	133411
13076	133412
13076	140141
13076	141150
13076	141841
13076	149143
13076	157063
13076	174700
13076	184606
13076	185173
13076	199059
13076	206494
13076	220900
13076	223457
13076	229989
13076	230620
13076	230621
13076	232428
13076	232429
13076	232430
13076	238302
13076	238793
13076	241405
13076	255210
13076	257012
13076	257013
13076	257014
13076	257015
13076	257016
13076	257017
13076	257018
13076	257019
13076	257020
13076	257021
13076	257022
13076	257023
13076	257024
13076	257025
13076	257533
13076	270049
13076	270050
13076	270051
13076	272551
13076	272552
13076	282970
13141	92158
13151	44962
13151	44963
13151	44964
13235	150465
13235	150466
13235	150467
13235	150468
13267	189910
13423	77236
13451	38706
13457	97236
13510	314701
13639	270089
13723	272210
13732	192806
13801	113979
13830	331470
13866	352506
13914	314704
13916	187063
13979	25665
13979	32302
13993	105209
14087	87068
14115	225902
14173	108706
14185	55900
14221	61506
14226	15820
14226	27643
14226	57338
14226	69602
14226	69869
14226	69987
